enst_id	final_uniprot_id
ENST00000222399	P07942
ENST00000222402	Q9Y2X8
ENST00000222462	Q9UBV4
ENST00000222481	P48052
ENST00000222482	Q9UI42
ENST00000222511	A4D1E9
ENST00000222543	P48307
ENST00000222547	O15155
ENST00000222553	P43490
ENST00000222567	Q3B726
ENST00000222572	Q15165
ENST00000222573	P26012
ENST00000222574	O60381
ENST00000222584	Q02446
ENST00000222597	Q75N03-2
ENST00000222598	P56178
ENST00000222644	Q9NZW5
ENST00000222673	Q02218
ENST00000222674	Q9HCQ7
ENST00000222690	Q71UI9-2
ENST00000222693	P51636
ENST00000222718	O43364
ENST00000222725	Q8NES3
ENST00000222726	P20719
ENST00000222728	P31267
ENST00000222747	O95859
ENST00000222753	P31271
ENST00000222761	
ENST00000222792	P52757
ENST00000222800	Q8NFV4
ENST00000222803	Q9NWM8
ENST00000222812	Q16623
ENST00000222823	Q9Y239
ENST00000222902	O00175
ENST00000222969	P41223
ENST00000222982	P20815
ENST00000222990	Q9Y5X2
ENST00000223023	O00401
ENST00000223026	Q2M3T9
ENST00000223028	P38567
ENST00000223029	Q13155
ENST00000223051	Q9UP52
ENST00000223054	O75425
ENST00000223061	Q15113
ENST00000223073	Q9NW13
ENST00000223076	
ENST00000223084	
ENST00000223095	P05121
ENST00000223114	Q86VF5
ENST00000223122	Q9NS00
ENST00000223127	O60568
ENST00000223129	P35244
ENST00000223136	Q9Y3D6
ENST00000223140	
ENST00000223145	Q86VQ1
ENST00000223167	Q9BUA6
ENST00000223190	Q16656
ENST00000223208	Q9BYV8
ENST00000223210	O60290
ENST00000223215	Q5EB52
ENST00000223271	Q99969
ENST00000223273	Q9NRH1
ENST00000223293	Q9UG22
ENST00000223321	P25787
ENST00000223324	Q9BYC8
ENST00000223336	Q9GZY4
ENST00000223341	Q8TCY9-4
ENST00000223357	Q8IUX7
ENST00000223361	
ENST00000223364	Q01449
ENST00000223368	Q9BQE9
ENST00000223369	O15498
ENST00000223398	Q9UDT6
ENST00000223423	P23219-2
ENST00000223428	Q9Y2H8
ENST00000223459	P0C7X2
ENST00000223500	Q9NZZ3
ENST00000223517	
ENST00000223528	O75072
ENST00000223609	
ENST00000223641	P60468
ENST00000223642	P01031
ENST00000223791	Q7Z591-8
ENST00000223795	P32971
ENST00000223836	
ENST00000223858	P04808-2
ENST00000223862	P04808
ENST00000223864	Q9HBL7
ENST00000223865	Q9NVG8-2
ENST00000223951	Q12926-2
ENST00000224073	O60869
ENST00000224140	Q7Z333
ENST00000224167	
ENST00000224181	P07360
ENST00000224237	P08670
ENST00000224337	Q8WV28
ENST00000224356	O43174
ENST00000224600	P10745
ENST00000224605	P55107
ENST00000224652	O95260
ENST00000224721	
ENST00000224756	Q9H7U1
ENST00000224784	P62736
ENST00000224807	
ENST00000224862	Q9H469
ENST00000224949	Q5JRX3
ENST00000224950	Q9H668
ENST00000225171	Q9UKB3
ENST00000225174	P30405
ENST00000225235	O60347
ENST00000225245	P10147
ENST00000225275	P05164
ENST00000225276	Q9UJ37
ENST00000225282	P46459-2
ENST00000225296	Q9H6R0
ENST00000225298	Q9Y5J1
ENST00000225308	Q9BZJ4-2
ENST00000225328	Q93086
ENST00000225371	P11678
ENST00000225387	P05813
ENST00000225388	Q7Z417
ENST00000225394	Q9Y2X7
ENST00000225396	O75478
ENST00000225402	Q9NY61
ENST00000225410	Q15649
ENST00000225426	P49720
ENST00000225428	Q9NXE8
ENST00000225430	P84098
ENST00000225441	Q59EK9-3
ENST00000225474	P09919
ENST00000225504	P63272
ENST00000225512	P56703
ENST00000225519	Q9UHJ6
ENST00000225525	O14907
ENST00000225538	P51575
ENST00000225550	O76014
ENST00000225567	O14653-2
ENST00000225573	Q9NVS9
ENST00000225576	Q96ET8
ENST00000225577	P23443
ENST00000225587	
ENST00000225603	P83916
ENST00000225609	Q9Y2B2
ENST00000225614	P51570
ENST00000225648	P17509
ENST00000225655	P07737
ENST00000225665	Q02978
ENST00000225688	Q9Y272
ENST00000225696	
ENST00000225698	Q07021
ENST00000225719	O75976
ENST00000225724	O95249
ENST00000225726	Q96A33
ENST00000225728	Q9Y3C7
ENST00000225729	P55039
ENST00000225737	O43572
ENST00000225740	P30838
ENST00000225742	
ENST00000225760	
ENST00000225777	O43760
ENST00000225792	P17844
ENST00000225805	Q9HAS0
ENST00000225823	Q16515-2
ENST00000225831	P13500
ENST00000225842	P22362
ENST00000225844	Q99616
ENST00000225873	O00623
ENST00000225893	P35680
ENST00000225899	Q14532
ENST00000225916	Q92830
ENST00000225927	P54802
ENST00000225929	
ENST00000225941	Q9P2A4
ENST00000225964	P02452
ENST00000225969	Q9P0M9
ENST00000225972	Q96AG4
ENST00000225973	
ENST00000225983	Q9UQL6-3
ENST00000225992	P01298
ENST00000226004	P51452
ENST00000226021	Q06432
ENST00000226067	Q16534
ENST00000226091	Q15768
ENST00000226094	
ENST00000226105	Q9HD47
ENST00000226193	P35243
ENST00000226207	P12882
ENST00000226209	P11055
ENST00000226218	P04004
ENST00000226225	Q13829
ENST00000226230	Q5BJF2
ENST00000226247	O15353
ENST00000226253	P09972
ENST00000226279	P28907
ENST00000226284	P21815
ENST00000226299	P28838
ENST00000226317	P80162
ENST00000226319	Q6IE81
ENST00000226328	Q7L099
ENST00000226355	P43652
ENST00000226359	
ENST00000226382	Q99453
ENST00000226413	P30968
ENST00000226432	Q9H720
ENST00000226444	P49888
ENST00000226460	Q99954
ENST00000226522	Q9UHA4-2
ENST00000226524	P10720
ENST00000226574	P19838-2
ENST00000226578	O00462
ENST00000226725	O95198
ENST00000226730	P60568
ENST00000226760	O76024
ENST00000226796	Q9NY12
ENST00000226798	Q14331
ENST00000226951	Q7Z7G1
ENST00000227065	A5PLN7-2
ENST00000227135	Q15506
ENST00000227155	P27701
ENST00000227157	P00338-5
ENST00000227163	P17947-2
ENST00000227214	Q9UF11-4
ENST00000227251	P02511
ENST00000227256	
ENST00000227266	P53634
ENST00000227322	O75312
ENST00000227348	O95727
ENST00000227349	Q6NUN7
ENST00000227378	P11142
ENST00000227451	Q9Y2E6
ENST00000227471	
ENST00000227474	Q9BZE2
ENST00000227495	Q11206-5
ENST00000227503	Q15637-4
ENST00000227507	P24385
ENST00000227520	Q9H6F5
ENST00000227524	Q9UMS4
ENST00000227525	Q9BVC6
ENST00000227618	P60006
ENST00000227638	Q96RD7
ENST00000227665	Q6Q788
ENST00000227666	
ENST00000227667	P02656
ENST00000227752	Q13651
ENST00000227756	Q6P9A2
ENST00000227758	Q13490
ENST00000227868	O00330
ENST00000227880	Q8IY34
ENST00000227918	Q13296
ENST00000228027	Q96PD7
ENST00000228136	O00193
ENST00000228140	
ENST00000228226	P00739-2
ENST00000228251	P16989
ENST00000228264	Q96FC9-3
ENST00000228280	P21583
ENST00000228284	Q15020
ENST00000228289	Q14587
ENST00000228306	P05388
ENST00000228307	P49023
ENST00000228318	Q00325
ENST00000228327	
ENST00000228329	P07585-2
ENST00000228345	
ENST00000228347	Q9NW08
ENST00000228425	Q86W92-2
ENST00000228434	Q07108
ENST00000228437	Q9UKN5
ENST00000228438	Q92478
ENST00000228463	Q14242-2
ENST00000228468	P78348-1
ENST00000228476	P14920
ENST00000228495	Q9H3F6
ENST00000228506	Q14165
ENST00000228510	Q03426
ENST00000228515	Q9H175
ENST00000228534	Q9NPF7
ENST00000228567	Q6XYQ8
ENST00000228606	O15528
ENST00000228641	P23409
ENST00000228644	P13349
ENST00000228682	P08151
ENST00000228705	Q9ULR3
ENST00000228740	P09960
ENST00000228741	P41970
ENST00000228799	Q969R8
ENST00000228811	Q16378
ENST00000228820	Q9NR21
ENST00000228825	O15145
ENST00000228827	Q9UHW5
ENST00000228837	P10767
ENST00000228841	P10916
ENST00000228843	Q96B01
ENST00000228850	O75969
ENST00000228862	Q9BY84
ENST00000228865	O60519
ENST00000228872	P46527
ENST00000228887	Q9NZD1
ENST00000228916	P37088
ENST00000228918	P36941
ENST00000228922	Q6N063
ENST00000228928	Q9Y6K5
ENST00000228929	Q16777
ENST00000228936	Q93070
ENST00000228938	P08493-2
ENST00000228945	P52566
ENST00000228955	Q13889-2
ENST00000229002	Q9H628
ENST00000229003	P21128-2
ENST00000229022	P11473
ENST00000229030	Q9ULW2
ENST00000229043	
ENST00000229088	Q9Y2I9
ENST00000229134	Q9NPH9
ENST00000229135	P01579
ENST00000229179	P57740
ENST00000229195	Q9NZN8
ENST00000229201	Q9UNS1-2
ENST00000229214	Q13601
ENST00000229238	Q4U2R6
ENST00000229239	P04406
ENST00000229243	Q8NEB7
ENST00000229251	Q9UBW8
ENST00000229264	P16520
ENST00000229265	
ENST00000229266	Q8WUD6
ENST00000229268	P45974
ENST00000229270	P60174-3
ENST00000229277	P09104
ENST00000229281	Q99622
ENST00000229304	P41238
ENST00000229307	Q9H9S0
ENST00000229314	Q9Y3E0
ENST00000229328	Q9Y478
ENST00000229329	Q8NFW8
ENST00000229330	Q9Y5Z7
ENST00000229332	Q9UMR7
ENST00000229335	Q9GZX7
ENST00000229340	Q15286
ENST00000229379	P12074
ENST00000229384	
ENST00000229387	Q33E94-3
ENST00000229390	Q13242
ENST00000229395	Q9NVK5
ENST00000229402	Q12918
ENST00000229405	
ENST00000229416	P48506
ENST00000229447	Q6PHW0-4
ENST00000229465	
ENST00000229470	
ENST00000229471	P06241-3
ENST00000229554	Q5TD94
ENST00000229563	Q9P0S9
ENST00000229570	Q96KF7
ENST00000229583	Q96IZ2-2
ENST00000229595	Q9Y294
ENST00000229633	Q9NQE9
ENST00000229634	Q8NI08-7
ENST00000229708	Q9BZM6
ENST00000229725	Q99519
ENST00000229729	Q53GD3
ENST00000229758	Q9UKT4
ENST00000229768	P35372-3
ENST00000229769	Q9HB96
ENST00000229771	O00294
ENST00000229794	Q16539
ENST00000229795	Q16539-2
ENST00000229810	Q02094-2
ENST00000229812	Q15208
ENST00000229824	
ENST00000229829	P06340
ENST00000229854	P25205
ENST00000229866	O76064-2
ENST00000229903	Q9NPB0
ENST00000229913	Q6ZMV9-2
ENST00000229922	P40123
ENST00000229955	Q9BZJ6
ENST00000229971	Q9UKA2
ENST00000230012	Q5TGJ6
ENST00000230036	P80108
ENST00000230048	Q9NPJ3
ENST00000230050	P25398
ENST00000230053	Q9NPZ5
ENST00000230056	O75496
ENST00000230085	O60493
ENST00000230113	
ENST00000230122	O43167
ENST00000230124	Q92562
ENST00000230173	Q86SQ4
ENST00000230221	Q9UGF5
ENST00000230223	Q9UGF6
ENST00000230236	Q92506
ENST00000230256	Q86WB7
ENST00000230301	Q5T5N4
ENST00000230321	Q99750
ENST00000230323	P19484
ENST00000230340	Q13895
ENST00000230354	P20226
ENST00000230361	Q9UMX6
ENST00000230381	
ENST00000230402	
ENST00000230413	
ENST00000230418	Q13308-5
ENST00000230419	Q13308
ENST00000230431	O43598
ENST00000230449	Q96KP1
ENST00000230459	P14406
ENST00000230461	Q9NV96
ENST00000230480	
ENST00000230495	
ENST00000230510	P33981-2
ENST00000230529	O95389
ENST00000230538	Q16363
ENST00000230565	Q9UJA9
ENST00000230568	O95711
ENST00000230582	Q9NQE7
ENST00000230588	Q16819
ENST00000230640	P42285
ENST00000230658	P61371
ENST00000230671	Q99884
ENST00000230732	Q15319
ENST00000230771	P49590
ENST00000230792	Q9BQG2
ENST00000230859	Q5XG87-2
ENST00000230882	P10912
ENST00000230895	P51397
ENST00000230901	Q9H0E9-2
ENST00000230914	
ENST00000230990	Q99075
ENST00000230993	Q96Q91
ENST00000231004	P28300
ENST00000231009	P49863
ENST00000231021	Q9ULB4
ENST00000231061	P09486
ENST00000231121	O96004
ENST00000231130	Q9Y5E6
ENST00000231134	Q9Y5E4
ENST00000231136	Q9Y5E3
ENST00000231137	Q9Y5E2
ENST00000231173	Q9Y5E8
ENST00000231188	O15303
ENST00000231198	Q9NWX6
ENST00000231228	P29460
ENST00000231229	Q6UX41-5
ENST00000231238	Q99614
ENST00000231338	Q9BXJ4
ENST00000231357	P78413
ENST00000231368	Q9UIQ6
ENST00000231383	
ENST00000231420	Q9BYV1
ENST00000231423	P16471-4
ENST00000231449	P05112
ENST00000231454	P05113
ENST00000231461	Q92187
ENST00000231484	Q9NPG4
ENST00000231498	O75694
ENST00000231504	
ENST00000231509	P04150-3
ENST00000231512	Q8NC54
ENST00000231524	P36406
ENST00000231526	A5PLN9-2
ENST00000231572	P54136
ENST00000231656	P47902
ENST00000231668	Q12981-1
ENST00000231683	P25021
ENST00000231706	Q8TBB6
ENST00000231721	Q9NS98
ENST00000231749	O75800
ENST00000231751	P02788
ENST00000231790	P40692
ENST00000231887	Q08426
ENST00000231909	Q9H981-3
ENST00000231948	Q96SW2
ENST00000232003	P04196
ENST00000232014	P41182
ENST00000232125	
ENST00000232165	Q05086-3
ENST00000232217	P50120
ENST00000232219	
ENST00000232375	Q16877
ENST00000232424	Q14469
ENST00000232458	Q9H8V3-4
ENST00000232461	P11488
ENST00000232496	O75896
ENST00000232501	Q8WTW4
ENST00000232508	O14569
ENST00000232519	Q9HBI5
ENST00000232564	Q9HAV0
ENST00000232603	Q86VD1
ENST00000232607	P11172
ENST00000232744	Q969K4
ENST00000232766	O94889
ENST00000232854	Q9Y5R4
ENST00000232888	O43818
ENST00000232892	P22760
ENST00000232905	O60739
ENST00000232974	Q9UFB7
ENST00000232975	P63316
ENST00000232978	P30414
ENST00000233025	Q9Y6A9
ENST00000233027	P51957
ENST00000233047	Q96B96
ENST00000233055	Q8IWB7
ENST00000233057	P19525
ENST00000233072	P31327
ENST00000233078	Q96EP5
ENST00000233084	Q92499
ENST00000233092	Q9Y680-1
ENST00000233099	Q9P2D3
ENST00000233114	P40925
ENST00000233121	Q9UPY8
ENST00000233139	
ENST00000233143	P63313
ENST00000233146	P43246
ENST00000233154	O43639
ENST00000233156	P10646
ENST00000233190	P28331
ENST00000233202	P49279
ENST00000233242	P04114
ENST00000233330	Q9BST9-3
ENST00000233331	Q9C086
ENST00000233336	Q8NG68
ENST00000233379	Q96GK7
ENST00000233468	Q9Y3B4
ENST00000233505	P49450-2
ENST00000233535	Q99726
ENST00000233545	P39210
ENST00000233557	Q9UHY1
ENST00000233573	
ENST00000233575	Q15036
ENST00000233596	Q96HR9-2
ENST00000233607	O95996
ENST00000233609	
ENST00000233612	
ENST00000233615	Q96G27
ENST00000233616	Q13724
ENST00000233623	Q49AM3
ENST00000233627	O75251
ENST00000233630	Q9BSM1
ENST00000233638	O43763
ENST00000233668	Q99704
ENST00000233699	
ENST00000233710	P28330
ENST00000233712	Q9H8M9
ENST00000233714	O43813
ENST00000233735	P05451
ENST00000233741	Q9NW38
ENST00000233809	P18065
ENST00000233813	P24593
ENST00000233826	O60928
ENST00000233836	
ENST00000233838	P38435
ENST00000233840	Q9Y3R4
ENST00000233892	Q9Y3A3-2
ENST00000233893	P61604
ENST00000233944	Q9UGI9
ENST00000233946	P14778
ENST00000233948	Q9Y6F9
ENST00000233954	Q01638
ENST00000233957	Q13478
ENST00000233969	Q9UBY0
ENST00000233997	P20160
ENST00000234038	Q15435
ENST00000234040	Q96RG2
ENST00000234071	P04070
ENST00000234091	Q02363
ENST00000234111	P11926
ENST00000234115	Q96CS7-3
ENST00000234142	Q4ZG55
ENST00000234160	Q9H8Y8
ENST00000234170	Q03701
ENST00000234179	O94806
ENST00000234195	Q96LZ7-2
ENST00000234198	Q07687
ENST00000234256	P43007
ENST00000234296	Q13416
ENST00000234301	O14548
ENST00000234310	P63098
ENST00000234313	P08567
ENST00000234347	P24158
ENST00000234371	Q969F8
ENST00000234389	O60391
ENST00000234392	Q9UIW0
ENST00000234396	P15313
ENST00000234420	P52701
ENST00000234453	Q9HB20
ENST00000234454	P35270
ENST00000234549	Q8TAV0-4
ENST00000234590	P06733
ENST00000234610	
ENST00000234626	O00311
ENST00000234668	
ENST00000234677	P49591
ENST00000234701	A8K7I4
ENST00000234725	Q9BTX1-6
ENST00000234739	O00512
ENST00000234798	
ENST00000234800	P0CK96
ENST00000234816	O95841
ENST00000234827	Q96MN5
ENST00000234831	Q9BXS4
ENST00000234875	P35268
ENST00000234961	P41143
ENST00000235090	Q9BQA1
ENST00000235150	Q6ZMZ0-4
ENST00000235180	O95886
ENST00000235290	
ENST00000235307	Q9H246
ENST00000235310	Q9UI95
ENST00000235329	O95140
ENST00000235332	Q5JXC2
ENST00000235345	Q9NTN3
ENST00000235347	
ENST00000235349	O60810
ENST00000235372	Q13029
ENST00000235382	P41220
ENST00000235453	Q6P3S1-4
ENST00000235521	Q9UGM6
ENST00000235532	Q8WVF1-3
ENST00000235547	
ENST00000235628	Q9BXI3
ENST00000235739	Q13291-3
ENST00000235790	
ENST00000235835	O43488
ENST00000235878	
ENST00000235932	O14966
ENST00000235933	O95971
ENST00000235958	
ENST00000236017	
ENST00000236040	Q32P28-3
ENST00000236051	Q99848
ENST00000236067	Q99437-2
ENST00000236137	O60779
ENST00000236147	P14151-2
ENST00000236166	
ENST00000236192	O75379
ENST00000236255	Q8TE85-2
ENST00000236273	O95926
ENST00000236342	Q86SQ9
ENST00000236412	Q12972-3
ENST00000236495	Q2M3M2-2
ENST00000236671	P07339
ENST00000236693	Q9BWP8-9
ENST00000236698	Q8WVM7-2
ENST00000236709	Q9UNA3
ENST00000236826	P22894
ENST00000236850	P02647
ENST00000236877	Q9UPR5
ENST00000236914	O00482-2
ENST00000236918	
ENST00000236925	Q08AD1
ENST00000236937	P31994-2
ENST00000236938	Q7L513-9
ENST00000236957	P24534
ENST00000236959	P31939
ENST00000236979	P09430
ENST00000236980	Q9NYY8
ENST00000237014	P02766
ENST00000237019	
ENST00000237163	
ENST00000237172	Q7Z7B0
ENST00000237177	
ENST00000237186	
ENST00000237201	Q9HBV2
ENST00000237247	Q9BQI5-3
ENST00000237264	P62380
ENST00000237275	Q5TFG8
ENST00000237281	Q8TB52
ENST00000237283	Q7Z6V5
ENST00000237289	P21580
ENST00000237305	O00141
ENST00000237316	O43680
ENST00000237353	Q8TBY8
ENST00000237364	
ENST00000237380	Q9H204
ENST00000237449	Q9C0G6
ENST00000237455	O00237
ENST00000237500	O14950
ENST00000237512	
ENST00000237527	P01286
ENST00000237530	P04844
ENST00000237536	O94964-2
ENST00000237596	Q13563
ENST00000237612	Q9UNQ0
ENST00000237623	P10451-5
ENST00000237642	O95210
ENST00000237653	P28332
ENST00000237654	Q14094
ENST00000237696	P49788
ENST00000237724	
ENST00000237822	Q9H6V9
ENST00000237837	Q9GZV9
ENST00000237841	
ENST00000237853	O00472
ENST00000237858	P35754
ENST00000237889	O43676
ENST00000237937	O76080
ENST00000238018	Q9Y2T3-3
ENST00000238044	Q9H1Z8
ENST00000238081	P27348
ENST00000238091	O14713-2
ENST00000238112	Q9UKF6
ENST00000238138	
ENST00000238146	Q8NHQ9
ENST00000238156	Q53HC0
ENST00000238181	
ENST00000238248	
ENST00000238256	Q5T1M5
ENST00000238341	Q7Z7A1
ENST00000238379	Q9BSH5
ENST00000238477	
ENST00000238483	
ENST00000238497	O75351
ENST00000238508	P48595
ENST00000238558	P56915
ENST00000238561	Q86TW2-2
ENST00000238570	Q96RV3-3
ENST00000238571	
ENST00000238607	
ENST00000238609	Q9H2X8
ENST00000238616	Q8TD19
ENST00000238618	P07311
ENST00000238628	Q96FT9-2
ENST00000238633	
ENST00000238638	
ENST00000238647	Q9H1B7
ENST00000238651	P49753
ENST00000238662	Q9UHC1-2
ENST00000238667	Q9UPI3
ENST00000238671	
ENST00000238682	P10600
ENST00000238686	
ENST00000238688	Q9GZT3-2
ENST00000238699	
ENST00000238709	
ENST00000238714	Q9BWT3
ENST00000238721	Q53FA7
ENST00000238738	P17081
ENST00000238788	Q6NUQ4
ENST00000238789	Q9ULI0
ENST00000238823	Q8NCA5
ENST00000238831	Q9BSR8
ENST00000238855	Q6ULP2
ENST00000238856	Q6ULP2-6
ENST00000238875	Q3ZCW2
ENST00000238892	Q9P021
ENST00000238918	
ENST00000238936	Q14CX5
ENST00000238961	Q8IX21
ENST00000238983	P07098
ENST00000238994	Q9UQK1
ENST00000239007	P50539
ENST00000239026	
ENST00000239032	P49683
ENST00000239117	Q9NS61-9
ENST00000239125	Q9H7T3
ENST00000239144	P17481
ENST00000239151	P09067
ENST00000239165	P09629
ENST00000239174	P14653
ENST00000239223	P28562
ENST00000239231	Q9H999
ENST00000239243	P35548
ENST00000239316	Q14641
ENST00000239347	P01567
ENST00000239367	Q86VZ4
ENST00000239374	Q8IYT3
ENST00000239440	Q8WWN8
ENST00000239444	
ENST00000239446	Q9UN67
ENST00000239449	Q9Y5E9
ENST00000239450	Q9Y5F1
ENST00000239451	Q9BXI2
ENST00000239457	
ENST00000239461	P54821
ENST00000239462	Q9UQP3
ENST00000239468	
ENST00000239587	Q9BWV7
ENST00000239614	Q6P1R3-3
ENST00000239666	Q5EBL8
ENST00000239690	Q96RS6
ENST00000239715	
ENST00000239761	P22897
ENST00000239830	Q9BR77
ENST00000239849	O14788
ENST00000239852	
ENST00000239859	A6NNP5
ENST00000239860	A6NNP5-6
ENST00000239878	P61960
ENST00000239882	P32519
ENST00000239891	Q9Y673
ENST00000239893	
ENST00000239906	Q9NYF3
ENST00000239926	Q9UBF9
ENST00000239938	P18146
ENST00000239940	P35080
ENST00000239944	Q9Y6X1
ENST00000240050	Q49AM1
ENST00000240055	P25208
ENST00000240079	Q9Y3C0
ENST00000240093	Q9NPG1
ENST00000240095	Q15043-2
ENST00000240100	Q13115
ENST00000240101	Q13115-2
ENST00000240123	O60504
ENST00000240132	Q15822-2
ENST00000240139	P48454
ENST00000240159	Q96K19-5
ENST00000240185	Q13148
ENST00000240189	O60811
ENST00000240285	Q8IZV5
ENST00000240304	O95232
ENST00000240306	Q92988
ENST00000240316	P38432
ENST00000240328	Q13207
ENST00000240333	P78383
ENST00000240335	P57082
ENST00000240361	Q8IWB6
ENST00000240364	Q9C073
ENST00000240423	Q15003
ENST00000240487	
ENST00000240488	Q9BWT6
ENST00000240499	Q15928
ENST00000240587	Q63HK5
ENST00000240615	Q9NYW2
ENST00000240617	Q6P4A8
ENST00000240618	P26718
ENST00000240619	Q9NYW0
ENST00000240636	
ENST00000240651	Q8WU10
ENST00000240652	P10997
ENST00000240662	Q15842
ENST00000240687	Q9NYW3
ENST00000240691	Q9NYW1
ENST00000240719	Q6P9A3-2
ENST00000240727	Q8TBC5
ENST00000240731	Q13398-7
ENST00000240851	Q92734
ENST00000240874	O60229-2
ENST00000240922	Q9GZZ1
ENST00000240986	P48165
ENST00000241001	P26367
ENST00000241014	Q9UQF2
ENST00000241041	Q9Y5Y5-2
ENST00000241051	Q96QD5
ENST00000241052	P04040
ENST00000241069	P22303
ENST00000241071	O75426
ENST00000241124	O95452
ENST00000241125	Q9Y6H8
ENST00000241256	Q92847
ENST00000241261	P50591
ENST00000241274	O94933
ENST00000241305	Q8N436
ENST00000241312	Q7Z408
ENST00000241337	P28161
ENST00000241356	P0DMS8
ENST00000241391	Q4AE62-2
ENST00000241393	P61073
ENST00000241416	P27037
ENST00000241436	Q9UBT6
ENST00000241453	P36888
ENST00000241463	Q6T310
ENST00000241502	Q96QD9
ENST00000241527	Q7Z6M4
ENST00000241600	Q9Y399
ENST00000241651	P15173
ENST00000241704	P53621
ENST00000241802	P01906
ENST00000241808	P04554
ENST00000241891	Q9UHM6
ENST00000242057	P35869
ENST00000242059	Q12765
ENST00000242066	P50549-2
ENST00000242067	Q3SYG4
ENST00000242104	P0CE72
ENST00000242108	Q7L9B9
ENST00000242109	Q14695
ENST00000242140	
ENST00000242152	P01303
ENST00000242159	P31268
ENST00000242208	P08476
ENST00000242209	O95302
ENST00000242210	Q9H0P0
ENST00000242248	Q9NP87
ENST00000242249	O60896
ENST00000242257	Q9UI43
ENST00000242261	Q15672
ENST00000242275	Q9H1U9
ENST00000242285	P09496
ENST00000242310	Q8IZX4
ENST00000242315	Q9UPV7
ENST00000242317	Q9UI46
ENST00000242323	Q5QP82-2
ENST00000242351	Q7Z2W4
ENST00000242365	
ENST00000242375	P51857
ENST00000242462	Q9Y4Z2
ENST00000242465	P10124
ENST00000242480	P11161
ENST00000242505	Q96BN6
ENST00000242576	P13051
ENST00000242577	P63167
ENST00000242591	Q8WYA0
ENST00000242592	P16219
ENST00000242607	Q96D96
ENST00000242630	
ENST00000242719	Q9Y3C5
ENST00000242728	Q9C0J9
ENST00000242729	Q14714
ENST00000242737	Q14571-2
ENST00000242770	
ENST00000242776	O00148
ENST00000242783	Q16512
ENST00000242784	Q9BQ61
ENST00000242786	P48960
ENST00000242796	Q9BRX9
ENST00000242804	Q9H7R0
ENST00000242810	Q6TFL4
ENST00000242819	Q6NSX1
ENST00000242827	Q9BY08
ENST00000242839	P35670
ENST00000242848	Q5T200
ENST00000242872	Q9BS16
ENST00000242994	Q9HD90
ENST00000243040	Q99471-2
ENST00000243045	Q53FV1
ENST00000243050	P22736
ENST00000243052	Q01064
ENST00000243056	P31276
ENST00000243077	Q07954
ENST00000243082	
ENST00000243103	P31275
ENST00000243108	P09630
ENST00000243112	Q53HV7-2
ENST00000243152	
ENST00000243167	O00519
ENST00000243182	Q15468
ENST00000243186	
ENST00000243189	Q9BUV0
ENST00000243213	Q14627
ENST00000243219	
ENST00000243222	Q03692
ENST00000243253	P61619
ENST00000243286	Q969E4
ENST00000243297	
ENST00000243298	Q9NP90
ENST00000243300	Q7Z2Y5
ENST00000243314	P43362
ENST00000243325	
ENST00000243326	Q5UIP0
ENST00000243344	Q7Z4L5
ENST00000243346	Q13287
ENST00000243347	P98066
ENST00000243349	Q8NER5
ENST00000243389	Q7Z2H8
ENST00000243440	Q9NR55
ENST00000243457	P63252
ENST00000243498	Q06265
ENST00000243501	Q9BZM1
ENST00000243562	
ENST00000243563	P09012
